City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Colares,PT,38.7992,-9.4469,46.0,70,0,8.05,clear sky
349,Guelph,CA,43.5501,-80.2497,33.01,74,1,8.05,clear sky
350,Palau,PW,7.503,134.621,78.8,89,75,5.66,broken clouds
351,Odda,NO,60.0691,6.5457,34.0,90,99,7.0,light snow
352,Matara,LK,5.9485,80.5353,75.42,81,100,2.71,overcast clouds
353,Yelizovo,RU,53.1873,158.3805,-2.2,78,86,11.18,overcast clouds
354,Flinders,AU,-34.5833,150.8552,71.01,87,3,1.01,clear sky
355,Bengkulu,ID,-3.8004,102.2655,76.12,84,99,3.89,light rain
356,Yulara,AU,-25.2406,130.9889,77.0,27,35,6.91,scattered clouds
357,Banda Aceh,ID,5.5577,95.3222,78.21,82,100,6.24,moderate rain
358,Antalaha,MG,-14.9003,50.2788,74.93,89,100,4.07,overcast clouds
359,Gobabis,NA,-22.45,18.9667,71.56,75,100,5.7,moderate rain
360,Marrakesh,MA,31.6315,-8.0083,46.4,81,75,13.8,light rain
361,Oussouye,SN,12.485,-16.5469,77.0,78,0,11.5,clear sky
362,Kisangani,CD,0.5167,25.2,74.17,68,79,1.34,broken clouds
363,Baracoa,CU,20.3467,-74.4958,76.82,81,97,10.38,overcast clouds
364,Sovetskiy,RU,61.3614,63.5842,-21.62,87,27,7.0,scattered clouds
365,Bud,US,39.447,-86.1758,30.0,77,62,4.99,broken clouds
366,Mizdah,LY,31.4451,12.9801,70.34,23,0,19.1,clear sky
367,Cidreira,BR,-30.1811,-50.2056,78.12,81,0,18.81,clear sky
368,Pryazha,RU,61.6926,33.6216,-18.4,76,96,2.24,overcast clouds
369,Ahuimanu,US,21.4447,-157.8378,78.8,65,75,9.22,light rain
370,Ukiah,US,39.1502,-123.2078,52.0,82,90,2.77,overcast clouds
371,Ligayan,PH,4.6533,119.4706,82.89,73,66,6.64,broken clouds
372,Kattivakkam,IN,13.2167,80.3167,78.8,94,40,3.44,mist
373,Shagonar,RU,51.5333,92.8,-12.69,84,100,2.46,overcast clouds
374,Acton,GB,51.509,-0.2762,37.99,93,90,8.05,overcast clouds
375,Chiredzi,ZW,-21.05,31.6667,75.29,77,94,4.43,overcast clouds
376,Kropotkin,RU,45.4375,40.5756,33.22,93,95,4.41,overcast clouds
377,Upernavik,GL,72.7868,-56.1549,10.94,84,19,10.25,few clouds
378,Lompoc,US,34.6391,-120.4579,66.99,45,1,14.97,clear sky
379,Srednekolymsk,RU,67.45,153.6833,-26.77,85,100,3.38,overcast clouds
380,Yumen,CN,40.2833,97.2,14.63,64,0,24.29,clear sky
381,Campana,AR,-34.1687,-58.9591,95.0,40,0,7.0,clear sky
382,Palana,RU,59.1167,159.9667,-1.97,89,100,5.66,overcast clouds
383,Chapais,CA,49.7834,-74.8492,17.6,93,90,8.05,overcast clouds
384,Baykit,RU,61.67,96.37,-11.97,84,100,4.14,overcast clouds
385,Pouembout,NC,-21.1333,164.9,81.75,80,74,4.79,broken clouds
386,Chabahar,IR,25.2919,60.643,63.27,49,0,9.82,clear sky
387,Kiama,AU,-34.6833,150.8667,71.01,78,7,1.99,clear sky
388,Bam,IR,29.106,58.357,39.42,43,0,2.13,clear sky
389,Makokou,GA,0.5738,12.8642,72.52,87,2,3.69,clear sky
390,Hasaki,JP,35.7333,140.8333,24.8,80,20,4.61,few clouds
391,Darasun,RU,51.6667,114.0,-0.4,71,80,4.47,broken clouds
392,Nyimba,ZM,-14.5566,30.8149,69.3,93,96,3.51,light rain
393,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,80.13,88,81,3.53,light rain
394,Burgeo,CA,47.6167,-57.6152,37.17,86,100,8.1,overcast clouds
395,Asau,RO,46.4333,26.4,32.0,93,90,4.61,light snow
396,Puerto Baquerizo Moreno,EC,-0.9,-89.6,80.6,78,40,16.11,scattered clouds
397,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,-2.2,78,48,11.18,scattered clouds
398,Bandarbeyla,SO,9.4942,50.8122,72.32,73,7,23.82,clear sky
399,Russell,US,32.3502,-85.1999,48.2,46,1,3.04,clear sky
400,La Vista,US,41.1839,-96.0311,36.0,75,90,6.91,overcast clouds
401,Letnica,PL,51.8981,15.333,28.0,100,40,3.44,fog
402,Tilichiki,RU,60.4667,166.1,-5.87,93,100,11.5,overcast clouds
403,Yeniseysk,RU,58.4497,92.1703,-5.49,91,100,3.53,overcast clouds
404,Lagunas,PE,-5.2269,-75.6753,84.83,71,6,3.44,light rain
405,Novyy Urgal,RU,51.0736,132.5642,-26.28,85,99,1.23,overcast clouds
406,Progreso,MX,21.2833,-89.6667,79.0,50,75,9.22,broken clouds
407,Faanui,PF,-16.4833,-151.75,81.37,74,3,16.26,clear sky
408,Puerto Leguizamo,CO,-0.1934,-74.7819,81.72,74,56,2.91,broken clouds
409,Waipawa,NZ,-41.4122,175.5153,62.01,88,90,10.36,overcast clouds
410,Jieshi,CN,22.8134,115.8257,50.0,45,100,3.0,overcast clouds
411,Santa Rosa,PH,14.3122,121.1114,75.2,73,20,3.44,few clouds
412,Goderich,CA,43.7501,-81.7165,32.0,74,100,6.91,overcast clouds
413,North Bend,US,43.4065,-124.2243,60.01,87,90,9.22,overcast clouds
414,Killybegs,IE,54.6333,-8.45,44.01,91,100,7.0,overcast clouds
415,Bilaspur,IN,22.0833,82.15,68.45,63,49,6.31,scattered clouds
416,Acarau,BR,-2.8856,-40.12,80.31,76,0,14.65,clear sky
417,La Ciotat,FR,43.1748,5.6045,41.0,95,98,2.13,overcast clouds
418,Port Macquarie,AU,-31.4333,152.9167,66.99,80,68,1.99,broken clouds
419,Hami,CN,42.8,93.45,14.95,77,99,2.08,overcast clouds
420,Tabuk,PH,17.4189,121.4443,64.63,82,93,3.24,overcast clouds
421,Bac Lieu,VN,9.285,105.7244,74.26,80,100,9.35,overcast clouds
422,Mantes-La-Ville,FR,48.9737,1.7025,33.01,87,0,3.49,clear sky
423,Sayyan,YE,15.1718,44.3244,40.42,66,3,4.83,clear sky
424,Coihaique,CL,-45.5752,-72.0662,46.4,61,90,5.75,light rain
425,Bagdarin,RU,54.4333,113.6,-9.08,83,100,2.95,overcast clouds
426,Baruun-Urt,MN,46.6806,113.2792,-11.11,83,0,6.26,clear sky
427,Wenling,CN,28.3669,121.36,34.74,80,87,8.59,light snow
428,Teya,RU,60.3778,92.6267,-13.45,86,100,2.51,overcast clouds
429,Gweta,BW,-20.1833,25.2333,79.75,60,99,7.36,overcast clouds
430,Jiaozuo,CN,35.2397,113.2331,30.88,61,20,14.83,few clouds
431,Dukat,RU,62.55,155.55,-26.43,83,83,6.13,broken clouds
432,Karasjok,NO,69.4719,25.5112,10.4,72,40,26.46,light snow
433,Pangnirtung,CA,66.1451,-65.7125,10.4,85,90,2.04,light snow
434,Bontang,ID,0.1333,117.5,79.12,85,28,1.9,scattered clouds
435,Orlik,RU,52.5178,99.825,-8.91,82,94,4.05,overcast clouds
436,Mari-Turek,RU,56.7895,49.6235,3.78,93,99,11.01,overcast clouds
437,Ayr,GB,55.4627,-4.6339,45.0,93,90,19.57,overcast clouds
438,Ternate,ID,0.8,127.4,80.8,80,39,4.85,scattered clouds
439,Lata,PT,40.1629,-8.3327,46.0,65,2,5.01,clear sky
440,Half Moon Bay,US,37.4636,-122.4286,60.01,67,75,4.61,haze
441,Potiskum,NG,11.7091,11.0694,73.35,20,2,11.03,clear sky
442,Pavlivka,UA,49.4414,28.4596,30.25,92,100,4.56,overcast clouds
443,Minot,US,48.2325,-101.2963,42.8,52,1,11.5,clear sky
444,Myaundzha,RU,63.0494,147.1858,-27.27,83,100,3.09,overcast clouds
445,Altay,CN,47.8667,88.1167,5.88,79,83,2.1,broken clouds
446,Plainview,US,40.7765,-73.4673,41.0,38,1,10.36,clear sky
447,Tocopilla,CL,-22.092,-70.1979,71.83,59,90,10.51,overcast clouds
448,San Ignacio,BZ,17.1561,-89.0714,78.8,65,75,6.31,broken clouds
449,Urumqi,CN,43.801,87.6005,-7.6,84,40,2.24,mist
450,Jambi,ID,-1.6,103.6167,72.82,96,100,2.68,light rain
451,Mogocha,RU,53.7333,119.7667,-12.24,87,95,0.54,overcast clouds
452,Soverato,IT,38.685,16.5499,62.6,88,90,8.05,overcast clouds
453,Kalabo,ZM,-14.97,22.6814,69.78,92,100,5.41,light rain
454,Venado Tuerto,AR,-33.7456,-61.9688,95.0,11,57,15.01,broken clouds
455,Kagoro,NG,9.6,8.3833,68.0,30,0,3.94,clear sky
456,Benguela,AO,-12.5763,13.4055,75.34,72,89,5.57,overcast clouds
457,Cauquenes,CL,-35.9671,-72.3225,69.58,49,42,16.49,scattered clouds
458,Husavik,IS,66.0449,-17.3389,14.0,73,90,9.22,overcast clouds
459,Cabo San Lucas,MX,22.8909,-109.9124,75.99,46,1,6.91,clear sky
460,Rocky Mountain House,CA,52.3668,-114.9188,26.6,59,70,1.14,broken clouds
461,Ancud,CL,-41.8697,-73.8203,60.01,66,40,10.36,scattered clouds
462,Zemio,CF,5.0314,25.1361,70.68,25,0,1.16,clear sky
463,Dmytrivka,UA,45.9717,28.9864,34.75,83,100,5.77,overcast clouds
464,Minggang,CN,32.4586,114.0486,31.14,76,96,5.88,overcast clouds
465,Manyana,BW,-23.4,21.7167,73.67,68,90,5.61,overcast clouds
466,Luba,GQ,3.4568,8.5547,78.8,89,20,6.91,few clouds
467,Kibondo,TZ,-3.5864,30.7203,60.82,95,86,0.74,overcast clouds
468,Dubovskoye,RU,47.4092,42.7575,30.7,95,96,6.82,overcast clouds
469,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,100.0,38,67,4.0,broken clouds
470,Along,IN,28.1667,94.7667,57.92,69,87,1.36,overcast clouds
471,Aykhal,RU,66.0,111.5,-33.83,81,99,5.17,overcast clouds
472,Okha,RU,53.5739,142.9478,-10.26,89,100,15.12,overcast clouds
473,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.29,76,100,10.16,overcast clouds
474,Kapit,MY,2.0167,112.9333,73.63,95,100,0.65,moderate rain
475,Palmer,US,42.1584,-72.3287,41.0,36,40,5.75,scattered clouds
476,Tshane,BW,-24.0196,21.8684,77.0,59,92,8.43,overcast clouds
477,Quelimane,MZ,-17.8786,36.8883,80.6,83,20,2.3,light rain
478,Kaeo,NZ,-35.1,173.7833,71.01,68,17,8.99,few clouds
479,Jumla,NP,29.2747,82.1838,37.44,49,100,3.62,overcast clouds
480,Tchollire,CM,8.4022,14.1698,73.18,20,0,0.67,clear sky
481,Havre-Saint-Pierre,CA,50.2334,-63.5986,21.2,58,1,6.91,clear sky
482,Zhigansk,RU,66.7697,123.3711,-32.67,83,100,5.01,overcast clouds
483,Filadelfia,US,39.9523,-75.1638,45.0,36,1,9.22,clear sky
484,Innisfail,AU,-17.5333,146.0333,76.6,93,100,5.08,overcast clouds
485,Hulan,CN,45.9833,126.6,-7.6,84,16,4.47,few clouds
486,Galle,LK,6.0367,80.217,75.88,86,100,5.99,overcast clouds
487,Boone,US,39.0334,-92.3335,33.01,62,11,5.01,few clouds
488,Nabire,ID,-3.3667,135.4833,77.16,83,90,2.17,overcast clouds
489,Naze,JP,28.3667,129.4833,50.74,72,15,6.87,few clouds
490,Iwanai,JP,42.9744,140.5089,18.43,93,100,9.6,light snow
491,Dzaoudzi,YT,-12.7887,45.2699,80.6,83,0,5.75,moderate rain
492,Tura,IN,25.5198,90.2201,62.92,63,39,2.89,scattered clouds
493,Sternberk,CZ,49.7304,17.2989,26.01,95,0,2.86,clear sky
494,Erenhot,CN,43.6475,111.9767,-1.1,90,0,10.29,clear sky
495,Yaan,NG,7.3833,8.5667,83.17,15,0,4.12,clear sky
496,Nemuro,JP,43.3236,145.575,16.45,86,16,15.46,few clouds
497,Luang Prabang,LA,19.8856,102.1347,61.38,70,63,1.59,broken clouds
498,Mount Darwin,ZW,-16.7725,31.5838,69.6,90,99,1.83,light rain
499,Ca Mau,VN,9.1769,105.15,72.57,84,100,4.32,overcast clouds
500,Artyom,AZ,40.4723,50.333,42.8,81,75,16.11,broken clouds
501,Soe,ID,-9.8607,124.284,67.35,100,44,2.73,moderate rain
502,Aspe,ES,38.3451,-0.7672,45.0,87,40,1.14,scattered clouds
503,Fairbanks,US,64.8378,-147.7164,16.0,78,75,6.91,broken clouds
504,Raudeberg,NO,61.9875,5.1352,30.99,94,100,16.55,snow
505,Hanyang,CN,32.1371,105.5126,33.01,42,100,8.81,overcast clouds
506,Swellendam,ZA,-34.0226,20.4417,66.2,63,87,8.05,overcast clouds
507,Balsas,BR,-7.5325,-46.0356,81.52,73,74,1.88,heavy intensity rain
508,Sampit,ID,-2.5333,112.95,74.19,97,96,1.86,overcast clouds
509,Mackenzie,CA,55.2999,-123.1698,30.2,100,90,11.5,overcast clouds
510,Palmas,BR,-10.2128,-48.3603,87.8,62,40,1.14,light rain
511,Kalmunai,LK,7.4167,81.8167,75.69,93,100,8.77,moderate rain
512,Alofi,NU,-19.0595,-169.9187,82.4,78,75,9.22,light rain
513,Tomatlan,MX,19.9333,-105.25,87.17,31,0,8.68,clear sky
514,Vila Do Maio,CV,15.1333,-23.2167,71.6,60,75,19.57,broken clouds
515,Radishchevo,RU,52.85,47.8833,12.06,95,44,6.02,scattered clouds
516,Anju,KP,39.6178,125.6647,9.01,88,100,1.34,overcast clouds
517,Sorland,NO,67.667,12.6934,33.8,75,75,12.66,light snow
518,Magrath,CA,49.4167,-112.8686,44.6,45,100,31.07,overcast clouds
519,Mersing,MY,2.4312,103.8405,77.0,88,100,12.66,overcast clouds
520,Igdir,TR,39.9237,44.045,19.4,93,75,1.14,mist
521,Zalari,RU,53.5584,102.5065,6.15,92,100,3.44,overcast clouds
522,Nantucket,US,41.2835,-70.0995,35.6,69,1,11.5,clear sky
523,Macapa,BR,0.0389,-51.0664,82.4,74,20,8.05,few clouds
524,Toora-Khem,RU,52.4675,96.11,-0.6,88,100,0.51,overcast clouds
525,Aberdeen,GB,57.1437,-2.0981,41.0,87,100,8.05,overcast clouds
526,Gallup,US,35.5281,-108.7426,37.4,48,1,4.61,clear sky
527,Bougouni,ML,11.417,-7.479,82.74,15,0,3.11,clear sky
528,Geraldton,AU,-28.7667,114.6,66.2,82,0,11.5,clear sky
529,Sept-Iles,CA,50.2001,-66.3821,23.0,58,0,8.05,clear sky
530,Marquette,US,46.5333,-87.6335,34.0,76,0,2.42,clear sky
531,Mangrol,IN,21.1167,70.1167,69.35,52,87,14.16,overcast clouds
532,Luorong,CN,24.4058,109.6086,43.47,54,100,16.08,light rain
533,Ambanja,MG,-13.6833,48.45,76.64,87,84,2.1,moderate rain
534,Akcaabat,TR,41.0212,39.5715,51.8,100,75,2.3,broken clouds
535,Palu,ID,-0.8917,119.8707,76.08,79,9,2.66,clear sky
536,Puerto Carreno,CO,6.189,-67.4859,87.12,60,99,5.82,moderate rain
537,Solnechnyy,RU,50.7214,136.6319,-13.85,84,100,2.06,light snow
538,Petatlan,MX,17.5167,-101.2667,86.0,66,20,9.22,few clouds
539,Hailar,CN,49.2,119.7,-7.74,89,80,9.51,broken clouds
540,Terra Santa,BR,-2.1042,-56.4869,88.41,59,56,1.23,broken clouds
541,Teshie,GH,5.5836,-0.1072,80.6,94,0,10.36,clear sky
542,Baghdad,IQ,33.3406,44.4009,44.6,61,0,2.3,clear sky
543,Imeni Babushkina,RU,59.7573,43.1285,-2.52,92,95,5.53,overcast clouds
544,Skibbereen,IE,51.55,-9.2667,41.0,87,75,9.22,broken clouds
545,Den Helder,NL,52.9599,4.7593,43.0,93,90,12.66,overcast clouds
546,Kloulklubed,PW,7.0419,134.2556,78.8,89,75,11.05,broken clouds
547,Lazarev,RU,52.225,141.5131,-12.89,85,89,5.17,overcast clouds
548,Yar-Sale,RU,66.8333,70.8333,-17.14,85,31,3.98,scattered clouds
549,Brae,GB,60.3964,-1.353,39.2,87,90,17.27,moderate rain
550,Castres,FR,43.5833,2.1667,30.99,93,20,8.05,few clouds
551,Hoquiam,US,46.9809,-123.8893,48.99,87,90,6.91,overcast clouds
552,Cabra,ES,37.4725,-4.4421,39.0,82,10,4.25,clear sky
553,Uyuni,BO,-20.4597,-66.825,66.92,25,35,14.74,scattered clouds
554,Akyab,MM,20.15,92.9,69.51,75,3,7.83,clear sky
555,Porto Novo,BJ,6.4965,2.6036,80.6,94,20,6.91,few clouds
556,Teguldet,RU,57.3064,88.1667,-1.37,93,99,4.14,overcast clouds
557,Puerto Maldonado,PE,-12.6,-69.1833,90.37,55,44,3.36,scattered clouds
558,Baymak,RU,52.5933,58.3225,24.19,96,100,10.85,overcast clouds
559,Mushie,CD,-3.0167,16.9,75.69,82,100,0.89,overcast clouds
560,Varhaug,NO,58.6147,5.6457,35.6,93,75,4.61,broken clouds
561,Parfino,RU,57.9731,31.6481,7.68,95,67,1.12,broken clouds
562,Margate,GB,51.3813,1.3862,37.99,90,17,1.99,few clouds
563,Humaita,BR,-7.5061,-63.0208,91.36,53,82,2.33,broken clouds
564,Saint-Georges,GD,12.0564,-61.7485,84.2,70,40,14.97,scattered clouds
565,Totskoye,RU,52.5248,52.7623,20.53,97,70,8.23,broken clouds
566,Ganta,LR,7.3022,-8.5308,75.24,83,93,2.64,overcast clouds
567,Broome,US,42.2506,-75.833,32.0,69,1,3.44,clear sky
568,Quatre Cocos,MU,-20.2078,57.7625,78.8,94,75,5.75,light rain
569,Severo-Yeniseyskiy,RU,60.3725,93.0408,-17.16,90,100,2.26,overcast clouds
570,Abaujszanto,HU,48.2833,21.2,30.0,80,0,10.36,clear sky
571,Guaruja,BR,-23.9931,-46.2564,84.0,89,90,3.44,overcast clouds
572,Seymchan,RU,62.8833,152.4333,-32.6,82,95,1.97,overcast clouds
573,Itoman,JP,26.1247,127.6694,57.2,77,40,10.36,scattered clouds
574,Wahiawa,US,21.5028,-158.0236,80.6,73,75,8.05,broken clouds
575,Saiha,IN,22.4833,92.9667,58.5,68,84,3.38,broken clouds
576,Sao Pedro,BR,-22.5486,-47.9139,80.56,79,100,5.35,moderate rain
577,Quimper,FR,48.0,-4.1,35.6,87,90,2.3,overcast clouds
578,Gat,IL,31.61,34.7642,60.01,58,0,3.04,clear sky
579,Erdaojiang,CN,41.7764,126.0319,0.73,90,36,1.77,scattered clouds
580,Vila Velha,BR,-20.3297,-40.2925,80.6,78,40,14.97,scattered clouds
581,North Platte,US,41.1239,-100.7654,37.99,65,90,6.91,overcast clouds
582,Saint-Augustin,CA,51.226,-58.6502,23.18,86,5,15.64,clear sky
583,Ejea De Los Caballeros,ES,42.1263,-1.1372,37.0,75,31,18.41,light rain
584,Katobu,ID,-4.9408,122.5276,76.39,93,15,2.3,moderate rain
585,Teacapan,MX,22.55,-105.75,73.92,62,8,9.53,clear sky
586,Dunedin,NZ,-45.8742,170.5036,55.81,61,55,11.65,broken clouds
587,San Juan Evangelista,MX,17.9,-95.1333,77.0,61,40,9.22,scattered clouds
588,Jijiga,ET,9.35,42.8,57.43,62,5,7.94,clear sky
589,Istisu,AZ,40.9457,48.0738,33.8,80,16,2.95,few clouds
590,Tual,ID,-5.6667,132.75,83.5,72,53,4.07,broken clouds
591,Busia,UG,0.4544,34.0758,66.34,88,100,4.7,overcast clouds
592,Kouango,CF,4.9934,19.9619,78.04,43,79,2.3,broken clouds
593,Wolfsburg,DE,52.4333,10.8,33.8,80,90,10.36,overcast clouds
594,Bilibino,RU,68.0546,166.4372,-28.39,82,53,0.96,broken clouds
595,Houma,US,29.5958,-90.7195,45.0,76,90,13.8,overcast clouds
596,Cartagena,CO,10.3997,-75.5144,86.0,70,75,17.27,broken clouds
597,Flagstaff,US,35.1981,-111.6513,41.0,30,1,8.05,clear sky
598,Itaituba,BR,-4.2761,-55.9836,87.8,66,75,5.75,very heavy rain
599,Kingston,JM,17.997,-76.7936,84.99,70,20,18.41,few clouds
600,Gamba,GA,-2.65,10.0,78.28,86,71,4.79,light rain
601,Newport,GB,51.5877,-2.9984,43.0,94,30,5.32,scattered clouds
602,Puerto Escondido,MX,15.85,-97.0667,80.6,74,40,5.32,light rain
603,Hofn,IS,64.2539,-15.2082,22.59,84,0,15.08,clear sky
604,Guangyuan,CN,32.442,105.823,33.01,55,100,5.12,overcast clouds
605,Plavinas,LV,56.6178,25.7255,15.12,97,62,4.18,broken clouds
606,Broken Hill,AU,-31.95,141.4333,73.4,35,0,9.22,clear sky
607,Southbridge,US,42.0751,-72.0334,37.0,36,76,3.69,broken clouds
608,Shirgaon,IN,19.7,72.7,76.71,73,0,6.44,clear sky
609,Biak,ID,-0.9131,122.8766,76.89,81,38,2.55,scattered clouds
610,Nortelandia,BR,-14.4547,-56.8028,88.05,61,91,5.91,light rain
611,Preobrazheniye,RU,42.9019,133.9064,6.12,84,0,8.52,clear sky
612,Tezu,IN,27.9167,96.1667,62.33,56,76,2.26,broken clouds
613,Constantine,DZ,36.365,6.6147,41.0,93,75,5.75,broken clouds
614,Minnedosa,CA,50.2453,-99.8436,28.4,86,90,12.66,overcast clouds
615,Chioggia,IT,45.2256,12.2889,36.0,69,0,6.91,clear sky
616,Hirara,JP,24.8,125.2833,62.74,76,23,23.47,few clouds
617,Rorvik,NO,64.8621,11.2373,32.0,80,75,11.5,light snow
618,Kiunga,PG,-6.1219,141.2906,73.83,98,100,1.45,overcast clouds
619,Skjervoy,NO,70.0311,20.9714,23.0,54,0,17.27,clear sky
620,Shahr-E Kord,IR,32.3256,50.8644,12.2,57,0,2.3,clear sky
621,Petrovskoye,RU,57.0104,39.2693,4.35,94,87,5.19,overcast clouds
622,Honningsvag,NO,70.9821,25.9704,19.4,63,0,20.71,clear sky
623,Coos Bay,US,43.3665,-124.2179,60.01,87,90,9.22,overcast clouds
624,Brodokalmak,RU,55.5748,62.082,-0.4,78,75,6.71,light snow
625,Quang Ngai,VN,15.1167,108.8,66.18,92,100,6.08,light rain
626,Ostashkov,RU,57.1467,33.1075,3.6,94,98,0.27,overcast clouds
627,Gboko,NG,7.3179,8.9951,84.42,14,0,2.3,clear sky
628,Sistranda,NO,63.7256,8.834,30.2,74,40,9.22,snow
629,Thabazimbi,ZA,-24.5917,27.4116,75.99,72,70,1.01,broken clouds
630,Sweetwater,US,25.7634,-80.3731,70.0,43,40,6.91,scattered clouds
631,Coahuayana,MX,18.7333,-103.6833,80.6,50,40,5.75,scattered clouds
632,Port-Gentil,GA,-0.7193,8.7815,80.6,94,20,6.91,few clouds
633,Maykor,RU,59.0059,55.88,0.23,88,100,13.89,overcast clouds
634,Ambon,ID,-3.6954,128.1814,84.99,91,86,3.0,overcast clouds
635,Santiago De Cao,PE,-7.9589,-79.2392,72.64,76,23,14.76,few clouds
636,Mikuni,JP,36.2171,136.1519,33.8,93,75,4.61,light snow
637,Durres,AL,41.3231,19.4414,50.0,87,90,3.44,light rain
638,Esil,KZ,51.9556,66.4042,17.92,96,100,16.55,snow
639,Kismayo,SO,-0.3582,42.5454,77.25,78,0,17.58,clear sky
640,Belaya Gora,RU,68.5333,146.4167,-33.29,84,93,2.95,overcast clouds
641,Lang Son,VN,21.8333,106.7333,47.73,46,100,14.41,overcast clouds
642,Pacific Grove,US,36.6177,-121.9166,63.0,31,1,3.44,clear sky
643,Monitos,CO,8.25,-76.05,86.47,66,37,5.01,scattered clouds
644,Coquimbo,CL,-29.9533,-71.3436,64.4,68,0,12.66,clear sky
645,Havre,FR,49.5833,0.3333,41.0,81,90,10.36,overcast clouds
646,Strzelce Krajenskie,PL,52.8773,15.5298,32.0,77,99,7.61,overcast clouds
647,Tahoua,NE,14.8888,5.2692,80.6,8,0,4.61,clear sky
648,Boa Vista,BR,2.8197,-60.6733,77.0,88,75,4.61,light rain
649,Phayuha Khiri,TH,15.4553,100.1353,69.01,71,49,5.35,scattered clouds
650,Treinta Y Tres,UY,-33.2333,-54.3833,87.26,49,72,17.47,broken clouds
651,Trairi,BR,-3.2778,-39.2689,79.75,73,39,10.76,scattered clouds
652,Port Hardy,CA,50.6996,-127.4199,44.6,87,90,18.41,light rain
653,Pithora,IN,21.2667,82.5167,68.2,55,42,4.05,scattered clouds
654,Kerema,PG,-7.9631,145.7785,77.92,82,100,5.95,overcast clouds
655,Shieli,KZ,44.1667,66.75,26.02,69,0,8.77,clear sky
656,Erdenet,MN,49.0333,104.0833,-5.85,82,70,4.18,broken clouds
657,Sterling,US,39.0062,-77.4286,46.4,36,20,8.05,few clouds
658,Kupang,ID,-10.1667,123.5833,78.62,82,95,4.5,moderate rain
659,Hamilton,US,39.1834,-84.5333,39.0,60,1,0.76,clear sky
660,Nybro,SE,56.7446,15.9071,35.01,93,90,5.75,overcast clouds
661,Alakurtti,RU,66.9672,30.3491,1.99,88,99,4.0,overcast clouds
662,Panaba,MX,21.2833,-88.2667,73.98,64,20,10.29,few clouds
663,Korla,CN,41.7597,86.1469,13.21,84,0,6.71,clear sky
664,Namtsy,RU,62.7161,129.6658,-50.8,58,97,2.73,fog
665,Gornopravdinsk,RU,60.05,69.9,-19.34,88,78,5.06,broken clouds
666,Sabancuy,MX,18.9667,-91.1833,78.3,52,44,4.9,scattered clouds
667,Bayanday,RU,53.0661,105.5139,4.41,89,100,1.9,overcast clouds
668,Ascension,US,30.2169,-90.9001,46.99,61,90,6.91,overcast clouds
669,Kota Bahru,MY,6.1333,102.2386,75.2,88,20,4.61,few clouds
